,Date,Bexley,Hounslow
1237,2003-05-21,16.8,25.2
1238,2003-05-22,16.5,23
1239,2003-05-23,13.2,24.4
1240,2003-05-24,11.5,20.6
1241,2003-05-25,9.5,14.1
1242,2003-05-26,11.2,18.6
1243,2003-05-27,16.3,25.2
1244,2003-05-28,33.8,35.3
1245,2003-05-29,34.1,41.8
1246,2003-05-30,39.4,40.7
1247,2003-05-31,40.6,46.4
1248,2003-06-01,19.9,27.9
1249,2003-06-02,12.2,24.6
1250,2003-06-03,17.4,NA
1251,2003-06-04,19.7,NA
1252,2003-06-05,11.8,NA
1253,2003-06-06,11.4,NA
1254,2003-06-07,12.4,NA
1255,2003-06-08,15.2,NA
1256,2003-06-09,13.9,NA
1257,2003-06-10,23.8,NA
1258,2003-06-11,19.7,NA
1259,2003-06-12,15.9,NA
1260,2003-06-13,18.9,NA
1261,2003-06-14,23.2,NA
1262,2003-06-15,26.4,NA
1263,2003-06-16,33,NA
1264,2003-06-17,32.2,NA
1265,2003-06-18,18.4,NA
1266,2003-06-19,9.2,NA
1267,2003-06-20,16.4,NA
1268,2003-06-21,25.5,NA
1269,2003-06-22,27.2,NA
1270,2003-06-23,12.5,NA
1271,2003-06-24,17.7,22.4
1272,2003-06-25,19.4,26.9
1273,2003-06-26,25.8,39.3
1274,2003-06-27,25.1,33.2
1275,2003-06-28,14,21.6
1276,2003-06-29,29.1,31.1
1277,2003-06-30,17.4,25.5
1278,2003-07-01,13.4,18.7
1279,2003-07-02,16.3,24
1280,2003-07-03,18.3,20.4
1281,2003-07-04,14.8,NA
1282,2003-07-05,25.6,NA
1283,2003-07-06,22.5,NA
1284,2003-07-07,NA,NA
1285,2003-07-08,NA,NA
1286,2003-07-09,NA,NA
1287,2003-07-10,20.3,NA
1288,2003-07-11,16.7,NA
1289,2003-07-12,22.4,NA
1290,2003-07-13,29.3,NA
1291,2003-07-14,27.3,NA
1292,2003-07-15,39.8,42.8
1293,2003-07-16,25.6,40.6
1294,2003-07-17,9.9,15.9
1295,2003-07-18,13,22.3
1296,2003-07-19,15.4,28.7
1297,2003-07-20,13.3,20
1298,2003-07-21,13.2,26.3
1299,2003-07-22,13,NA
1300,2003-07-23,11.4,NA
1301,2003-07-24,10.7,17.4
1302,2003-07-25,8.6,18.5
1303,2003-07-26,10.5,19.3
1304,2003-07-27,10.1,15.8
1305,2003-07-28,13.6,28.9
1306,2003-07-29,10.1,20.7
1307,2003-07-30,12.4,18
1308,2003-07-31,13.8,22.8
1309,2003-08-01,17,31.7
1310,2003-08-02,14.5,21.9
1311,2003-08-03,24.7,30.9
1312,2003-08-04,32.1,46.7
1313,2003-08-05,30.1,38.6
1314,2003-08-06,45.8,57.2
1315,2003-08-07,41.9,54.1
1316,2003-08-08,52,65.1
1317,2003-08-09,45.6,55.6
1318,2003-08-10,47.1,62.4
1319,2003-08-11,46.5,61.1
1320,2003-08-12,40.3,NA
1321,2003-08-13,26.9,NA
1322,2003-08-14,11.8,NA
1323,2003-08-15,13.7,NA
1324,2003-08-16,11.5,NA
1325,2003-08-17,18.6,NA
1326,2003-08-18,20.3,NA
1327,2003-08-19,10.8,NA
1328,2003-08-20,17.2,NA
1329,2003-08-21,11.6,NA
1330,2003-08-22,9.6,NA
1331,2003-08-23,12.3,NA
1332,2003-08-24,10.8,NA
1333,2003-08-25,7.6,NA
1334,2003-08-26,15.3,NA
1335,2003-08-27,14.2,NA
1336,2003-08-28,12.8,NA
1337,2003-08-29,12.8,NA
1338,2003-08-30,14.3,NA
1339,2003-08-31,15.1,NA
1340,2003-09-01,14.7,NA
1341,2003-09-02,24.7,NA
1342,2003-09-03,30.8,NA
1343,2003-09-04,33.5,NA
1344,2003-09-05,33.8,NA
1345,2003-09-06,19,NA
1346,2003-09-07,13.8,NA
1347,2003-09-08,19.3,NA
1348,2003-09-09,14.4,NA
1349,2003-09-10,8.7,NA
1350,2003-09-11,16.1,NA
1351,2003-09-12,NA,NA
1352,2003-09-13,NA,NA
1353,2003-09-14,NA,NA
1354,2003-09-15,NA,NA
1355,2003-09-16,NA,NA
1356,2003-09-17,29.9,48.2
1357,2003-09-18,33.8,43.4
1358,2003-09-19,34.4,43.3
1359,2003-09-20,38.9,46.9
1360,2003-09-21,27,32.5
1361,2003-09-22,16,23.9
1362,2003-09-23,11.7,20.4
1363,2003-09-24,18.2,30.2
1364,2003-09-25,23.8,35.6
1365,2003-09-26,22.1,33.4
1366,2003-09-27,12.9,19.2
1367,2003-09-28,13.5,18.5
1368,2003-09-29,14.2,27.3
1369,2003-09-30,25.1,29.2
1370,2003-10-01,19.8,26.7
1371,2003-10-02,23.6,30.2
1372,2003-10-03,22,28.6
1373,2003-10-04,11,14.5
1374,2003-10-05,8.7,11.2
1375,2003-10-06,12.9,19.9
1376,2003-10-07,16,20
1377,2003-10-08,15,20.6
1378,2003-10-09,12.8,20
1379,2003-10-10,12,17.9
1380,2003-10-11,23.4,32.5
1381,2003-10-12,21.9,25.5
1382,2003-10-13,26.2,31.2
1383,2003-10-14,25,32.1
1384,2003-10-15,21.8,27.8
1385,2003-10-16,20.1,26.4
1386,2003-10-17,20.8,26.8
1387,2003-10-18,21.4,27.6
1388,2003-10-19,13.6,16.9
1389,2003-10-20,17.6,17.8
1390,2003-10-21,20.5,27.3
1391,2003-10-22,16.1,21.7
1392,2003-10-23,14.5,18.4
1393,2003-10-24,13.7,23.1
1394,2003-10-25,12.1,18.8
1395,2003-10-26,9.5,16.3
1396,2003-10-27,25.1,35.2
1397,2003-10-28,20.3,31
1398,2003-10-29,14.2,20
1399,2003-10-30,7,17.1
1400,2003-10-31,21.5,19.4
1401,2003-11-01,22.5,21.5
1402,2003-11-02,12,16.7
1403,2003-11-03,14.8,22.1
1404,2003-11-04,21.7,36.3
1405,2003-11-05,26,36.6
1406,2003-11-06,49.6,49.9
1407,2003-11-07,NA,39
1408,2003-11-08,NA,35
1409,2003-11-09,27.7,31.6
1410,2003-11-10,26.2,34.7
1411,2003-11-11,29.5,35.2
1412,2003-11-12,12.3,20.6
1413,2003-11-13,17.2,32
1414,2003-11-14,16,25.2
1415,2003-11-15,18.1,24.1
1416,2003-11-16,10.6,19.4
1417,2003-11-17,8.1,16.3
1418,2003-11-18,4.3,10.7
1419,2003-11-19,10.7,19
1420,2003-11-20,13.5,22.8
1421,2003-11-21,12,18.7
1422,2003-11-22,7.7,9.9
1423,2003-11-23,5.9,7.8
1424,2003-11-24,16.6,24.5
1425,2003-11-25,11.8,19.2
1426,2003-11-26,9.3,17.4
1427,2003-11-27,30.4,47.7
1428,2003-11-28,17.7,35.5
1429,2003-11-29,11.2,16.2
1430,2003-11-30,13.6,18.7
1431,2003-12-01,13.1,17.2
1432,2003-12-02,24.3,27.9
1433,2003-12-03,23.4,29.7
1434,2003-12-04,18.6,22
1435,2003-12-05,20.8,31.4
1436,2003-12-06,24.6,32
1437,2003-12-07,12.8,18.5
1438,2003-12-08,20.5,29.5
1439,2003-12-09,36,43.3
1440,2003-12-10,26.3,32.7
1441,2003-12-11,13.2,19.4
1442,2003-12-12,13.2,19.6
1443,2003-12-13,3,6.5
1444,2003-12-14,12.1,14.7
1445,2003-12-15,13.6,20.2
1446,2003-12-16,26.9,40.9
1447,2003-12-17,29.8,43.6
1448,2003-12-18,32.7,44.2
1449,2003-12-19,34.1,50.2
1450,2003-12-20,10.4,15.5
1451,2003-12-21,7.4,10.5
1452,2003-12-22,11.8,16.3
1453,2003-12-23,10.7,15.6
1454,2003-12-24,7.2,12.1
1455,2003-12-25,3.5,6.4
1456,2003-12-26,6.7,9
1457,2003-12-27,5,11.3
1458,2003-12-28,10.1,12.5
1459,2003-12-29,9.8,14.5
1460,2003-12-30,20.1,22
1461,2003-12-31,16.1,25.8
1462,2004-01-01,7.2,9.5
1463,2004-01-02,16.5,19.9
1464,2004-01-03,21,28.9
1465,2004-01-04,19.8,21.6
1466,2004-01-05,12.2,17.8
1467,2004-01-06,12,18.4
1468,2004-01-07,13.4,20.7
1469,2004-01-08,12.2,14.3
1470,2004-01-09,14.1,17.1
1471,2004-01-10,18.8,24.7
1472,2004-01-11,5.9,7.8
1473,2004-01-12,14.4,18.4
1474,2004-01-13,14.1,16.7
1475,2004-01-14,9.8,12.9
1476,2004-01-15,10.9,17.2
1477,2004-01-16,10,14.5
1478,2004-01-17,11.2,15.5
1479,2004-01-18,16.5,17.9
1480,2004-01-19,8.6,11.1
1481,2004-01-20,9.8,11.2
1482,2004-01-21,13.2,15.7
1483,2004-01-22,10.5,28.3
1484,2004-01-23,9.9,23.1
1485,2004-01-24,16.4,18.8
1486,2004-01-25,17.4,23.9
1487,2004-01-26,NA,29.1
1488,2004-01-27,NA,18.6
1489,2004-01-28,11.2,13.5
1490,2004-01-29,15.6,19.5
1491,2004-01-30,16.6,26.5
1492,2004-01-31,15.3,15.9
1493,2004-02-01,20.3,20.8
1494,2004-02-02,20.9,37.3
1495,2004-02-03,18.4,17.4
1496,2004-02-04,29.1,38.7
1497,2004-02-05,14,19.1
1498,2004-02-06,13.9,15.8
1499,2004-02-07,10.3,12.3
1500,2004-02-08,12.2,12.4
1501,2004-02-09,24.1,25.1
1502,2004-02-10,23.7,26.4
1503,2004-02-11,17.7,20.4
1504,2004-02-12,20.9,27
1505,2004-02-13,24.3,28.1
1506,2004-02-14,20.2,23.2
1507,2004-02-15,10.4,14.3
1508,2004-02-16,21,27.7
1509,2004-02-17,23.8,28.3
1510,2004-02-18,12.5,15.7
1511,2004-02-19,12,17.4
1512,2004-02-20,21.5,26.1
1513,2004-02-21,23.4,27.2
1514,2004-02-22,13.9,14.9
1515,2004-02-23,15.5,17.5
1516,2004-02-24,14.2,18.2
1517,2004-02-25,9.4,16.5
1518,2004-02-26,16.7,26.9
1519,2004-02-27,17,20.2
1520,2004-02-28,14.1,20.1
1521,2004-02-29,14.7,38.7
1522,2004-03-01,28.1,36.5
1523,2004-03-02,31.9,41.9
1524,2004-03-03,23.8,37.6
1525,2004-03-04,22,35.3
1526,2004-03-05,23.2,30.7
1527,2004-03-06,19.4,25.8
1528,2004-03-07,10.7,14.2
1529,2004-03-08,12.7,17.1
1530,2004-03-09,11.8,17.2
1531,2004-03-10,21,25.6
1532,2004-03-11,25.1,36.2
1533,2004-03-12,21.5,29.3
1534,2004-03-13,11.5,16.3
1535,2004-03-14,15.7,16.7
1536,2004-03-15,21.4,25.1
1537,2004-03-16,11.5,18.7
1538,2004-03-17,20,26.4
1539,2004-03-18,15.4,20.4
1540,2004-03-19,14.1,16.8
1541,2004-03-20,12.3,14.7
1542,2004-03-21,14.1,16.5
1543,2004-03-22,12.3,14.7
1544,2004-03-23,NA,15
1545,2004-03-24,NA,14.4
1546,2004-03-25,NA,20.5
1547,2004-03-26,NA,15.8
1548,2004-03-27,NA,26.6
1549,2004-03-28,NA,24.7
1550,2004-03-29,NA,31.2
1551,2004-03-30,NA,30
1552,2004-03-31,NA,38.7
1553,2004-04-01,19.8,24.3
1554,2004-04-02,10.6,21.3
1555,2004-04-03,15.9,19.7
1556,2004-04-04,9.7,10.9
1557,2004-04-05,12.2,15.7
1558,2004-04-06,12.4,12.7
1559,2004-04-07,14.1,14.4
1560,2004-04-08,12.6,14.9
1561,2004-04-09,15.1,19.3
1562,2004-04-10,16.1,17.2
1563,2004-04-11,18,23.9
1564,2004-04-12,24.7,22.8
1565,2004-04-13,20.6,22.8
1566,2004-04-14,17.2,24.7
1567,2004-04-15,22.8,29.1
1568,2004-04-16,26.2,30.1
1569,2004-04-17,17.4,20
1570,2004-04-18,4.3,12.8
1571,2004-04-19,12,18.2
1572,2004-04-20,16.4,20.8
1573,2004-04-21,16.1,21.7
1574,2004-04-22,18.6,21.8
1575,2004-04-23,25.2,27.8
1576,2004-04-24,25.8,29
1577,2004-04-25,35.9,34.7
1578,2004-04-26,40.8,39.6
1579,2004-04-27,37.1,32.1
1580,2004-04-28,22.6,21.4
1581,2004-04-29,10.3,12.6
1582,2004-04-30,27.9,30.5
1583,2004-05-01,32.9,45.4
1584,2004-05-02,15.1,16.7
1585,2004-05-03,16.6,17.8
1586,2004-05-04,7.5,12.7
1587,2004-05-05,11.3,16.2
1588,2004-05-06,15.9,16
1589,2004-05-07,16.7,17.1
1590,2004-05-08,17.7,15.1
1591,2004-05-09,22.1,21
1592,2004-05-10,29.9,31.7
1593,2004-05-11,25.1,28.2
1594,2004-05-12,19.9,21.7
1595,2004-05-13,19.6,21
1596,2004-05-14,27.7,24.2
1597,2004-05-15,24.8,24.9
1598,2004-05-16,27.5,29.4
1599,2004-05-17,29.7,31.1
1600,2004-05-18,32.4,30.7
1601,2004-05-19,24,26.6
1602,2004-05-20,23.5,24.3
1603,2004-05-21,10.6,18.1
1604,2004-05-22,12.2,17.9
1605,2004-05-23,18.9,19.9
1606,2004-05-24,21.8,22.4
1607,2004-05-25,22.2,25.6
1608,2004-05-26,17,29.5
1609,2004-05-27,16.1,25.7
1610,2004-05-28,19.3,29.7
1611,2004-05-29,24.7,29.7
1612,2004-05-30,14.6,18.6
1613,2004-05-31,12.7,17.5
1614,2004-06-01,12.5,18.4
1615,2004-06-02,15.4,23.7
1616,2004-06-03,21.6,24.3
1617,2004-06-04,12.4,14
1618,2004-06-05,13.9,18.8
1619,2004-06-06,18.3,22.1
1620,2004-06-07,21.2,29.9
1621,2004-06-08,30.2,44.3
1622,2004-06-09,23.6,26.3
1623,2004-06-10,15.5,23.7
1624,2004-06-11,15.6,21.7
1625,2004-06-12,15.1,19.1
1626,2004-06-13,15.9,17
1627,2004-06-14,19.8,19.8
1628,2004-06-15,16.8,19.3
1629,2004-06-16,NA,16.6
1630,2004-06-17,NA,18
1631,2004-06-18,NA,17.5
1632,2004-06-19,NA,14.3
1633,2004-06-20,NA,14.1
1634,2004-06-21,NA,20.7
1635,2004-06-22,NA,22.8
1636,2004-06-23,NA,19.8
1637,2004-06-24,NA,18.6
1638,2004-06-25,NA,18.5
1639,2004-06-26,NA,26.7
1640,2004-06-27,NA,16.4
1641,2004-06-28,NA,19.8
1642,2004-06-29,NA,20.8
1643,2004-06-30,NA,20.6
1644,2004-07-01,16.6,17.1
1645,2004-07-02,11.3,15.1
1646,2004-07-03,12.4,15
1647,2004-07-04,12.5,14.9
1648,2004-07-05,14.9,17.7
1649,2004-07-06,22.7,27.9
1650,2004-07-07,24.1,28.6
1651,2004-07-08,14.6,23.6
1652,2004-07-09,14.6,17.8
1653,2004-07-10,10.2,15.7
1654,2004-07-11,10.9,14.8
1655,2004-07-12,15.6,18.2
1656,2004-07-13,15.6,19.1
1657,2004-07-14,14.2,17.5
1658,2004-07-15,11.1,15.1
1659,2004-07-16,13,19.1
1660,2004-07-17,15.4,18.6
1661,2004-07-18,13.4,15.6
1662,2004-07-19,11.2,21.4
1663,2004-07-20,30.2,31.7
1664,2004-07-21,15.3,23.2
1665,2004-07-22,21.1,30.8
1666,2004-07-23,16.9,21.8
1667,2004-07-24,16,19
1668,2004-07-25,13.5,14.6
1669,2004-07-26,12.7,15.1
1670,2004-07-27,20.8,17.8
1671,2004-07-28,29,36.7
1672,2004-07-29,33.4,42.6
1673,2004-07-30,19,24.5
1674,2004-07-31,25.5,29.8
1675,2004-08-01,29.2,35.8
1676,2004-08-02,38.3,48.1
1677,2004-08-03,35.1,47.1
1678,2004-08-04,NA,32.3
1679,2004-08-05,NA,44.5
1680,2004-08-06,NA,23.8
1681,2004-08-07,23.3,21.8
1682,2004-08-08,33.5,38.5
1683,2004-08-09,31.3,31.3
1684,2004-08-10,16.9,20.7
1685,2004-08-11,16.7,26.1
1686,2004-08-12,15.6,23.8
1687,2004-08-13,17.7,21.9
1688,2004-08-14,27.6,31.3
1689,2004-08-15,11.4,15.3
1690,2004-08-16,12.5,17.3
1691,2004-08-17,15.1,21.8
1692,2004-08-18,14.4,22.1
1693,2004-08-19,15.5,19.2
1694,2004-08-20,15.2,18.3
1695,2004-08-21,17.1,18.8
1696,2004-08-22,17,21.7
1697,2004-08-23,16,19.6
1698,2004-08-24,12.2,17.1
1699,2004-08-25,12,16.4
1700,2004-08-26,12.8,14.8
1701,2004-08-27,11.5,15.6
1702,2004-08-28,13.6,20.2
1703,2004-08-29,12.6,13.9
1704,2004-08-30,13.7,16.6
1705,2004-08-31,21.8,25.9
1706,2004-09-01,23,32.2
1707,2004-09-02,31.1,40.6
1708,2004-09-03,36.3,40.7
1709,2004-09-04,21.6,NA
1710,2004-09-05,35.9,NA
1711,2004-09-06,27.6,NA
1712,2004-09-07,25.8,NA
1713,2004-09-08,24.9,29.1
1714,2004-09-09,32,41.3
1715,2004-09-10,30.7,36.8
1716,2004-09-11,12,16.3
1717,2004-09-12,14.1,15.6
1718,2004-09-13,14.5,18.2
1719,2004-09-14,16.3,20.3
1720,2004-09-15,18.5,20.8
1721,2004-09-16,18.2,23.1
1722,2004-09-17,17.2,21.9
1723,2004-09-18,11.9,15.1
1724,2004-09-19,13.1,14.9
1725,2004-09-20,15,18
1726,2004-09-21,20.6,24.1
1727,2004-09-22,17.7,20.9
1728,2004-09-23,10.1,14.1
1729,2004-09-24,13.6,18.7
1730,2004-09-25,18.5,20.1
1731,2004-09-26,10.9,14.1
1732,2004-09-27,14.9,18.7
1733,2004-09-28,16,20.8
1734,2004-09-29,16.6,21.9
1735,2004-09-30,16.8,22.6
1736,2004-10-01,15.4,24.7
1737,2004-10-02,18.1,NA
1738,2004-10-03,13.9,NA
1739,2004-10-04,12.5,18.3
1740,2004-10-05,17.3,21.2
1741,2004-10-06,13.8,16.9
1742,2004-10-07,16.1,22.8
1743,2004-10-08,16.8,23.7
1744,2004-10-09,13.6,17.1
1745,2004-10-10,19.6,20.9
1746,2004-10-11,24.1,26.4
1747,2004-10-12,17.8,20.9
1748,2004-10-13,15.5,27.2
1749,2004-10-14,11,15
1750,2004-10-15,12.8,15.6
1751,2004-10-16,13.4,18.1
1752,2004-10-17,13,13.5
1753,2004-10-18,16.9,22.5
1754,2004-10-19,23.8,31.3
1755,2004-10-20,13.9,19.4
1756,2004-10-21,16.7,22.2
1757,2004-10-22,18.8,24.8
1758,2004-10-23,11.8,15.7
1759,2004-10-24,14.4,18.4
1760,2004-10-25,15.1,NA
1761,2004-10-26,20.4,NA
1762,2004-10-27,16.3,16.1
1763,2004-10-28,17.4,25.2
1764,2004-10-29,19.2,29.2
1765,2004-10-30,38.5,38
1766,2004-10-31,12.5,15
1767,2004-11-01,24.6,19.1
1768,2004-11-02,20.4,23.9
1769,2004-11-03,23.3,29.9
1770,2004-11-04,20,21.5
1771,2004-11-05,61.2,38
1772,2004-11-06,50.1,42.4
1773,2004-11-07,22,NA
1774,2004-11-08,9.7,NA
1775,2004-11-09,15.7,21.5
1776,2004-11-10,15.2,16.5
1777,2004-11-11,25.6,26.6
1778,2004-11-12,14.3,19.8
1779,2004-11-13,15,19.7
1780,2004-11-14,23.3,27.6
1781,2004-11-15,16.6,20.1
1782,2004-11-16,14.5,19.1
1783,2004-11-17,13.3,17.4
1784,2004-11-18,8.6,13.1
1785,2004-11-19,18.8,20.3
1786,2004-11-20,18,24.3
1787,2004-11-21,13.8,17.6
1788,2004-11-22,14.6,18
1789,2004-11-23,26.5,30.8
1790,2004-11-24,22.9,37.3
1791,2004-11-25,23.4,34.4
1792,2004-11-26,14.4,22.1
1793,2004-11-27,16.3,26
1794,2004-11-28,7.9,8.4
1795,2004-11-29,20.8,29.2
1796,2004-11-30,32.3,49.7
1797,2004-12-01,22.8,27.2
1798,2004-12-02,27.9,36.9
1799,2004-12-03,21.8,34.5
1800,2004-12-04,19.7,29.5
1801,2004-12-05,14.8,18.4
1802,2004-12-06,14.2,22.4
1803,2004-12-07,26.9,40
1804,2004-12-08,31.3,39.8
1805,2004-12-09,27.9,33.6
1806,2004-12-10,32.6,38.4
1807,2004-12-11,29.2,46
1808,2004-12-12,39.6,41.4
1809,2004-12-13,34.9,46.9
1810,2004-12-14,19.9,28.2
1811,2004-12-15,24.7,34.6
1812,2004-12-16,14,18.9
1813,2004-12-17,12.5,15.1
1814,2004-12-18,14.4,19.6
1815,2004-12-19,13,18.2
1816,2004-12-20,20,33.6
1817,2004-12-21,18.3,23
1818,2004-12-22,8.4,12
1819,2004-12-23,17.2,23
1820,2004-12-24,14.3,18.2
1821,2004-12-25,13.3,15.3
1822,2004-12-26,14.4,16.9
1823,2004-12-27,13.5,19.3
1824,2004-12-28,12.2,12.7
1825,2004-12-29,17.6,21.1
1826,2004-12-30,13.6,17.7
1827,2004-12-31,15.9,14.8